CASE,QUESTNNR,MODE,STARTED,DE01,DE02,DE03,DE04,DEMO_4,DEMO_3,DEMO_6,DEMO_5,DEMO_9,DEMO_7,DEMO_7_1,DEMO_8,DEMO_8_1,DEMO_1,DEMO_2,BJC_01,BJC_02,BJC_03,BJC_04,BJC_05,BJC_06,BJC_07,BJC_08,BJC_09,BJC_10,BJC_11,BJC_12,STH_01,STH_02,STH_03,STH_04,STH_05,STH_06,STH_07,STH_08,MNC_01,VBC_01,VBC_02,VBC_03,VBC_04,VBC_05,VBC_06,VBC_07,VBC_08,VC_01,VC_02,group,identity_threat,religious_endorse,ATT_CHECK,BL_01,BL_02,BL_03,BL_04,BL_05,TIME001,TIME002,TIME003,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME
954,base,interview,7/6/2020 10:33,1,2,1,1,2,25,5,4,1,1,,1,,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,7,6,2,-1,-1,4,4,4,4,4,4,36,27,75,,71,,26,15,44,76,103,96,22,21,517,,7/6/2020 10:43,1,0,15,15,0,0,0.96,7
957,base,interview,7/6/2020 10:34,1,2,1,1,2,22,50,4,5,1,,6,Medan,1,6,5,5,6,3,3,5,6,4,4,2,4,4,3,7,5,3,4,2,1,1,6,1,1,1,1,1,1,1,1,6,6,4,1,-1,4,3,4,3,2,2,35,38,392,1157,60,,93,31,68,41,6,80,23,28,926,,7/6/2020 11:09,1,0,15,15,0,0,0.79,4
959,base,interview,7/6/2020 10:35,1,2,1,1,2,21,8,2,6,1,,6,Kudus,1,3,7,6,6,3,2,7,6,7,3,1,2,7,5,7,7,2,3,1,1,1,1,1,1,1,1,1,1,1,1,6,6,3,-1,1,4,2,2,2,1,2,64,44,18869,,147,48,,145,88,112,8,161,38,40,860,,7/6/2020 16:04,1,0,15,15,0,0,0.5,0
964,base,interview,7/6/2020 10:35,1,2,1,1,1,25,5,4,2,9,,6,Bekasi,1,5,5,4,4,1,4,3,6,5,1,2,2,1,5,4,7,1,4,1,1,1,4,1,1,1,1,1,1,1,1,7,7,4,1,-1,4,5,5,5,5,5,107,19,85,76,42,,50,9,37,34,19,165,221,45,720,,7/6/2020 10:51,1,0,15,15,0,0,0.83,7
965,base,interview,7/6/2020 10:36,1,2,1,1,2,20,3.5,2,6,3,,6,Medan,1,-1,2,3,4,4,6,5,5,4,4,4,4,5,5,4,5,4,6,4,3,2,4,5,4,3,3,4,3,3,2,4,4,4,1,-1,4,3,4,4,2,3,10,21,108,64,60,,326,10,69,58,6,118,18,79,651,,7/6/2020 10:51,1,0,15,15,0,0,1.02,15
967,base,interview,7/6/2020 10:36,1,2,1,1,2,24,6,4,2,1,,1,,1,-1,4,4,4,4,4,4,4,4,4,4,4,4,5,4,6,5,3,1,1,1,1,1,1,1,1,1,1,1,1,7,7,4,1,-1,4,2,4,4,4,4,20,14,47,13,60,,4,7,42,38,19,84,48,18,414,,7/6/2020 10:43,1,0,15,15,0,0,1.5,46
969,base,interview,7/6/2020 10:37,1,2,1,1,1,36,13,5,1,1,,6,Batam,1,5,4,3,4,2,2,1,1,4,1,2,2,1,1,1,6,1,1,1,1,1,6,2,1,2,1,1,3,1,1,7,7,1,1,1,4,4,4,4,4,2,75,16,283,148,464,45,,51,73,129,10,205,62,38,1079,,7/6/2020 11:03,1,0,15,15,0,0,0.49,0
970,base,interview,7/6/2020 10:37,1,2,1,1,2,20,6,2,6,16,,6,DURI riau,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,7,7,4,1,-1,4,5,5,5,5,5,16,8,105,26,146,,29,30,120,55,9,75,23,29,671,,7/6/2020 10:48,1,0,15,15,0,0,1.05,11
972,base,interview,7/6/2020 10:38,1,2,1,1,2,19,4,2,6,16,,6,Palembang,3,6,1,4,7,1,1,7,7,7,4,1,1,7,7,7,7,7,7,2,1,1,1,1,1,1,1,1,1,1,1,7,7,4,1,-1,4,3,3,3,1,3,366,14,124,30,59,,20,11,63,37,7,92,40,28,560,,7/6/2020 10:52,1,0,15,15,0,0,0.98,5
974,base,interview,7/6/2020 10:39,1,2,1,1,2,21,4,2,6,1,,5,,1,5,4,3,5,3,4,4,5,5,5,4,4,5,7,6,6,4,6,4,4,3,3,6,4,4,3,3,3,3,4,6,6,4,1,-1,4,3,1,3,1,2,156,125,112,80,74,,85,68,118,103,42,158,148,92,1249,,7/6/2020 11:02,1,0,15,15,0,0,0.4,0
977,base,interview,7/6/2020 10:40,1,2,1,1,1,24,5,4,3,3,,2,,3,6,5,7,5,6,6,6,4,7,6,6,4,6,-1,7,5,4,3,2,2,2,4,4,3,5,4,5,6,5,3,5,5,4,1,-1,4,5,5,1,5,5,32,32,216,22,35,,4,7,14,28,9,52,47,9,507,,7/6/2020 10:48,1,0,15,15,0,0,1.61,60
978,base,interview,7/6/2020 10:40,1,2,1,1,2,19,11,2,6,1,,6,Depok,3,3,4,4,4,2,2,3,3,3,2,2,2,4,6,3,6,3,5,1,1,1,5,2,2,2,1,1,1,1,1,7,7,4,1,-1,4,4,4,4,2,4,76,48,106,45,86,,29,18,40,54,7,70,28,25,632,,7/6/2020 10:51,1,0,15,15,0,0,0.92,5
979,base,interview,7/6/2020 10:40,1,2,1,1,2,23,4,2,6,7,,6,Kendari,1,1,6,4,4,1,1,2,4,3,4,1,1,2,1,1,7,1,1,1,1,1,1,1,1,2,1,2,1,1,1,7,7,3,-1,1,4,3,1,3,1,3,21,13,1356,,62,38,,20,108,51,8,102,103,30,653,,7/6/2020 11:12,1,0,15,15,0,0,0.8,3
982,base,interview,7/6/2020 10:43,1,2,1,1,1,45,2,2,2,6,,2,,2,4,7,4,4,4,1,1,4,1,3,1,1,2,1,6,3,2,2,6,1,1,2,2,1,2,3,3,3,2,1,6,6,3,-1,1,4,1,4,4,1,4,10,10,93,,55,5,,7,56,35,7,70,16,15,379,,7/6/2020 10:50,1,0,15,15,0,0,1.68,42
984,base,interview,7/6/2020 10:43,1,2,1,1,2,27,20,3,1,1,,2,,1,3,2,4,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,4,1,-1,4,5,5,5,3,5,56,8,61,39,36,,21,10,100,45,6,115,35,38,570,,7/6/2020 10:53,1,0,15,15,0,0,1.11,11
990,base,interview,7/6/2020 10:47,1,2,1,1,2,23,5,2,6,2,,6,Depok,1,5,4,5,2,1,1,4,4,2,1,1,4,3,4,1,1,5,2,2,1,1,1,5,3,4,5,1,3,7,1,7,7,1,1,1,5,4,3,4,3,4,64,9,179,29,69,22,,23,93,86,9,79,13,22,697,,7/6/2020 10:59,1,0,15,15,0,0,1.01,10
993,base,interview,7/6/2020 10:48,1,2,1,1,2,19,3,2,5,1,,2,,1,2,4,3,5,5,3,4,4,5,4,4,4,5,2,1,3,4,3,1,1,1,1,3,-1,3,3,3,3,3,3,7,7,1,1,1,4,3,3,3,3,3,17,16,72,8,53,7,,5,32,15,7,58,14,5,309,,7/6/2020 10:53,1,0,15,15,0,0,2.06,70
1000,base,interview,7/6/2020 10:51,1,2,1,1,1,43,65,4,2,1,,1,,2,4,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,6,6,1,1,1,4,5,5,5,5,5,19,10,76,10,62,18,,7,36,25,6,62,18,19,368,,7/6/2020 10:57,1,0,15,15,0,0,1.62,32
1001,base,interview,7/6/2020 10:51,1,2,1,1,1,23,3,2,5,1,,6,Tulungagung,1,5,5,3,2,2,2,1,2,2,2,-1,-1,2,2,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,4,5,5,5,5,5,9,11,72,12,71,3,,13,32,29,6,88,20,7,373,,7/6/2020 10:57,1,0,15,15,0,0,1.79,66
1002,base,interview,7/6/2020 10:52,1,2,1,1,2,24,2.6,4,3,1,,4,,1,5,3,5,5,2,2,3,3,2,1,2,1,4,2,2,5,3,2,2,1,1,4,2,1,1,1,4,2,1,1,4,4,1,1,1,4,3,4,3,2,2,66,8,96,12,70,17,,29,57,94,7,88,22,9,575,,7/6/2020 11:01,1,0,15,15,0,0,1.27,22
1003,base,interview,7/6/2020 10:52,1,2,1,1,2,19,6,2,6,1,,6,Bekasi,1,3,5,5,4,4,4,3,5,4,6,3,3,3,5,4,7,1,6,2,1,2,1,2,2,2,2,2,2,2,2,7,7,1,1,1,4,1,3,5,4,4,32,17,158,27,145,25,,9,77,136,11,92,82,32,843,,7/6/2020 11:06,1,0,15,15,0,0,0.81,3
1012,base,interview,7/6/2020 10:56,1,2,1,1,2,18,8,2,6,8,,6,tangerang,3,1,3,3,3,2,4,3,5,4,5,2,3,3,5,4,7,3,1,1,1,1,2,3,1,2,1,1,1,3,1,7,7,1,1,1,4,3,3,3,2,2,8,6,77,8,69,12,,18,49,34,8,101,19,26,435,,7/6/2020 11:03,1,0,15,15,0,0,1.55,38
1014,base,interview,7/6/2020 10:57,1,2,1,1,2,24,8,4,4,8,,6,Jambi,3,3,6,7,6,4,4,4,7,7,1,4,4,4,1,1,7,1,7,4,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,4,5,5,5,1,5,15,12,134,29,52,8,,5,51,57,10,74,33,35,515,,7/6/2020 11:05,1,0,15,15,0,0,1.35,21
1017,base,interview,7/6/2020 10:58,1,2,1,1,2,20,15,2,6,1,,2,,1,1,3,2,2,1,1,2,2,2,1,1,1,1,2,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,7,7,3,-1,1,4,5,5,3,4,2,39,9,112,,50,25,,9,24,88,5,64,47,15,487,,7/6/2020 11:06,1,0,15,15,0,0,1.29,19
1020,base,interview,7/6/2020 11:00,1,2,1,1,2,22,4,4,1,1,,6,Boyolali,2,3,3,3,2,5,3,3,2,4,4,2,2,2,1,7,1,1,2,1,1,1,6,1,1,1,1,1,1,1,1,7,7,3,-1,1,4,1,1,1,1,1,27,10,82,,36,7,,6,35,35,6,50,14,28,336,,7/6/2020 11:06,1,0,15,15,0,0,1.68,35
1021,base,interview,7/6/2020 11:01,1,2,1,1,1,19,1,2,3,2,,6,Karawang,2,5,6,5,4,2,2,4,4,4,1,2,3,1,6,7,7,3,5,1,1,1,2,7,2,3,1,1,1,1,1,7,6,2,-1,-1,4,4,5,5,1,3,61,10,108,,76,,40,10,65,35,54,97,268,10,552,,7/6/2020 11:15,1,0,15,15,0,0,1,12
1025,base,interview,7/6/2020 11:11,1,2,1,1,2,38,2,2,4,1,,6,Kebumen,2,3,1,5,2,1,2,1,2,3,4,1,3,1,1,5,6,6,2,2,1,-1,4,1,1,1,2,1,1,1,-1,6,7,2,-1,-1,4,3,4,3,5,3,22,13,81,,80,,9,13,59,41,10,84,86,38,536,,7/6/2020 11:20,1,0,15,15,0,0,1.14,14
1027,base,interview,7/6/2020 11:11,1,2,1,1,2,25,7,4,2,8,,6,Jambi,1,5,4,3,4,3,3,5,5,6,3,2,4,2,4,7,7,3,6,1,1,1,3,6,1,2,1,1,1,1,4,6,6,2,-1,-1,4,1,5,5,5,5,131,13,216,,201,,104,33,78,33,7,126,47,48,963,,7/6/2020 11:29,1,0,15,15,0,0,0.67,2
1028,base,interview,7/6/2020 11:13,1,2,1,1,2,27,14,4,1,1,,6,Palu,1,5,5,4,5,5,2,2,5,5,2,1,1,1,3,5,7,1,3,1,1,1,4,1,1,1,1,1,1,1,1,5,5,2,-1,-1,4,4,5,4,3,4,35,17,124,,134,,33,44,72,123,6,85,89,31,793,,7/6/2020 11:26,1,0,15,15,0,0,0.76,2
1032,base,interview,7/6/2020 11:14,1,2,1,1,1,26,5,2,2,1,,1,,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,3,-1,1,4,5,5,5,5,5,205,14,63,,52,23,,18,61,31,8,92,33,31,631,,7/6/2020 11:25,1,0,15,15,0,0,0.99,5
1034,base,interview,7/6/2020 11:15,1,2,1,1,2,27,2,4,2,1,,6,Banyuwangi,1,3,5,5,5,2,2,4,2,3,1,-1,1,1,1,1,5,1,1,1,1,1,6,4,1,1,1,1,1,1,1,6,6,2,-1,-1,4,3,4,4,2,2,35,15,102,,118,,43,12,61,88,8,103,44,46,675,,7/6/2020 11:26,1,0,15,15,0,0,0.82,0
1035,base,interview,7/6/2020 11:15,1,2,1,1,2,21,4,4,6,2,,3,,1,3,4,3,4,6,4,6,5,6,6,4,5,6,5,4,6,5,5,4,1,2,6,5,5,5,4,4,4,4,2,6,6,2,-1,-1,4,3,2,3,2,3,38,12,69,,47,,27,14,54,28,10,70,45,37,451,,7/6/2020 11:23,1,0,15,15,0,0,1.09,8
1040,base,interview,7/6/2020 11:17,1,2,1,1,2,26,10,4,2,1,,6,Bekasi,1,5,4,4,2,2,2,2,2,2,2,2,2,2,1,2,5,4,4,2,1,1,1,2,1,1,1,1,1,1,1,7,7,2,-1,-1,4,3,3,3,3,3,95,30,125,,58,,31,8,40,29,5,104,29,31,585,,7/6/2020 11:26,1,0,15,15,0,0,1.07,10
1049,base,interview,7/6/2020 11:26,1,2,1,1,2,26,3,4,2,1,,1,,2,1,4,6,5,3,3,2,4,4,1,1,1,1,1,1,5,1,1,1,7,7,1,2,1,1,1,1,1,1,1,7,7,3,-1,1,4,3,3,3,3,2,17,11,78,,65,20,,7,43,57,8,60,45,31,442,,7/6/2020 11:33,1,0,15,15,0,0,1.23,14
1050,base,interview,7/6/2020 11:26,1,2,1,1,2,27,8.5,4,2,5,,2,,1,3,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,5,1,4,7,3,2,2,2,2,2,2,2,7,6,3,-1,1,4,3,3,3,1,3,48,10,109,,52,34,,14,65,28,6,90,28,26,510,,7/6/2020 11:34,1,0,15,15,0,0,1.07,7
1053,base,interview,7/6/2020 11:29,1,2,1,1,2,28,10,5,2,1,,6,Lainnya,1,5,4,4,3,4,3,3,5,5,3,1,2,4,6,6,5,4,4,1,1,1,1,2,1,1,1,1,1,1,1,6,6,3,-1,1,4,5,5,5,3,1,67,8,87,,56,29,,8,56,62,8,167,137,45,730,,7/6/2020 11:41,1,0,15,15,0,0,0.91,6
1054,base,interview,7/6/2020 11:29,1,2,1,1,2,20,1,2,6,1,,5,,1,5,3,3,2,1,1,1,1,1,1,1,1,2,1,1,6,1,3,1,1,1,1,7,1,1,1,1,1,1,1,4,4,3,-1,1,4,5,1,3,5,3,72,28,96,,42,55,,6,100,57,8,656,27,22,606,,7/6/2020 11:49,1,0,15,15,0,0,0.92,9
1057,base,interview,7/6/2020 11:31,1,2,1,1,1,22,22,2,6,1,,1,,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,2,1,1,1,1,1,4,4,4,1,-1,4,5,5,3,2,2,20,11,97,12,80,,14,13,50,41,7,129,32,33,539,,7/6/2020 11:40,1,0,15,15,0,0,1.27,16
1061,base,interview,7/6/2020 11:36,1,2,1,1,2,27,10,4,4,8,,6,Batam,1,6,4,1,1,1,1,1,2,1,1,1,1,1,6,6,7,7,6,4,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,4,3,2,3,1,3,15,8,168,17,47,6,,16,37,112,7,58,43,35,569,,7/6/2020 11:46,1,0,15,15,0,0,1.37,27
1062,base,interview,7/6/2020 11:36,1,2,1,1,2,22,20,4,6,16,,2,,1,6,1,1,5,1,5,1,2,1,1,1,1,1,1,1,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,7,7,1,1,1,4,4,3,3,3,2,11,9,123,27,61,30,,14,40,65,8,146,44,78,656,,7/6/2020 11:47,1,0,15,15,0,0,1.07,12
1063,base,interview,7/6/2020 11:37,1,2,1,1,2,27,5,4,2,2,,3,,1,5,5,4,4,3,4,4,5,5,1,2,2,3,3,3,5,1,2,2,2,1,2,2,2,2,2,2,2,1,1,6,6,1,1,1,4,5,4,5,4,2,57,10,92,49,59,28,,8,42,61,4,82,26,37,555,,7/6/2020 11:46,1,0,15,15,0,0,1.1,11
1065,base,interview,7/6/2020 11:38,1,2,1,1,2,37,25,5,2,1,,4,,1,5,4,5,3,2,2,1,3,5,1,1,1,2,1,4,4,1,1,1,1,1,4,5,1,2,2,2,2,2,2,7,7,1,1,1,4,5,5,5,5,5,37,13,68,26,66,16,,11,55,18,6,67,30,22,435,,7/6/2020 11:45,1,0,15,15,0,0,1.29,15
1066,base,interview,7/6/2020 11:39,1,2,1,1,1,27,4.5,3,2,1,,6,Gresik,1,5,7,6,6,6,6,6,6,6,6,7,7,7,7,7,7,4,7,6,5,5,6,6,6,6,6,6,6,6,5,3,3,2,-1,-1,4,2,3,4,3,2,13,8,103,,64,,27,10,49,37,11,104,37,31,494,,7/6/2020 11:47,1,0,15,15,0,0,1.21,13
1071,base,interview,7/6/2020 11:46,1,2,1,1,2,32,2,4,2,1,,6,Metro,1,3,6,6,6,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,-1,4,2,2,2,2,2,83,15,78,35,41,,22,12,56,27,9,122,32,40,572,,7/6/2020 11:55,1,0,15,15,0,0,1.03,7
1074,base,interview,7/6/2020 11:53,1,2,1,1,2,20,15,2,6,1,,6,Jember,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,4,1,-1,4,4,4,4,4,4,12,11,56,9,33,,5,5,22,32,7,68,23,7,290,,7/6/2020 11:58,1,0,15,15,0,0,2.09,73
1075,base,interview,7/6/2020 11:54,1,2,1,1,2,22,24,2,6,1,,2,,1,6,4,4,6,3,3,2,3,4,4,3,3,5,6,6,6,5,5,4,3,1,4,5,5,6,6,4,5,3,2,2,3,3,-1,1,4,3,2,3,2,2,69,10,287,,86,48,,22,51,57,16,101,65,72,884,,7/6/2020 12:09,1,0,15,15,0,0,0.68,2
1078,base,interview,7/6/2020 11:56,1,2,1,1,2,23,10,4,6,2,,4,,1,1,5,4,6,1,2,1,5,3,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,7,7,3,-1,1,4,4,4,4,4,4,58,11,84,,46,27,,11,53,37,7,66,32,49,481,,7/6/2020 12:04,1,0,15,15,0,0,1.06,7
1082,base,interview,7/6/2020 12:02,1,2,1,1,2,23,4,4,3,1,,6,Semarang,3,-1,3,3,2,2,3,5,3,4,2,1,3,1,2,5,4,2,2,1,1,1,3,4,1,1,1,1,1,1,2,4,4,2,-1,-1,4,4,4,4,4,4,60,15,114,,73,,57,18,69,41,9,113,36,31,636,,7/6/2020 12:13,1,0,15,15,0,0,0.82,0
1083,base,interview,7/6/2020 12:02,1,2,1,1,2,18,10,2,6,1,,4,,3,5,6,6,2,3,1,1,4,4,4,1,1,3,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,2,-1,-1,4,4,4,2,3,1,33,22,112,,92,,21,11,49,34,16,72,26,105,593,,7/6/2020 12:12,1,0,15,15,0,0,0.97,7
1084,base,interview,7/6/2020 12:02,1,2,1,1,2,33,4,2,2,1,,1,,1,1,3,3,1,1,1,1,7,1,7,1,1,1,1,4,4,1,1,7,1,1,-1,7,-1,-1,-1,-1,7,-1,-1,7,7,2,-1,-1,4,5,3,5,5,3,12,14,89,,58,,3,20,73,45,8,109,42,28,501,,7/6/2020 12:11,1,0,15,15,0,0,1.26,47
1085,base,interview,7/6/2020 12:04,1,2,1,1,1,21,8,2,6,1,,6,Bekasi,4,5,5,4,5,3,3,3,5,4,2,1,2,5,4,5,5,4,4,3,1,1,2,2,1,2,1,1,1,1,1,6,5,3,-1,1,4,3,2,3,2,2,164,21,198,,100,88,,29,67,154,10,131,78,120,1094,,7/6/2020 12:23,1,0,15,15,0,0,0.5,0
1086,base,interview,7/6/2020 12:07,1,2,1,1,1,18,6.5,4,6,1,,6,Purwokerto,1,3,4,5,6,2,5,5,6,2,4,2,3,2,7,4,4,5,4,4,1,2,5,4,2,2,2,3,3,2,3,4,4,4,1,-1,4,2,4,4,3,3,9,11,282,16,55,,25,11,49,44,8,83,35,29,657,,7/6/2020 12:18,1,0,15,15,0,0,1.25,19
1089,base,interview,7/6/2020 12:13,1,2,1,1,2,22,15,2,6,5,,6,Tangerang selatan,3,6,4,4,5,3,5,4,6,3,4,3,4,4,1,2,5,4,3,1,1,1,1,4,3,2,3,3,2,3,2,7,7,4,1,-1,4,3,3,3,3,3,1336,21,605,94,133,,115,15,206,64,17,231,54,258,1028,,7/6/2020 13:06,1,0,15,15,0,0,0.41,0
1091,base,interview,7/6/2020 12:17,1,2,1,1,2,20,150,2,6,9,,2,,1,3,5,4,5,2,4,2,6,6,2,2,2,1,2,2,7,1,1,5,1,1,3,1,1,1,1,1,1,1,1,5,5,4,1,-1,4,4,5,5,4,4,8,11,88,67,44,,39,9,43,22,8,104,32,38,513,,7/6/2020 12:25,1,0,15,15,0,0,1.26,22
1096,base,interview,7/6/2020 12:27,1,2,1,1,2,24,4,4,2,1,,6,Semarang,2,1,2,3,6,6,1,1,4,2,4,1,2,1,1,3,4,1,1,2,1,1,2,3,1,3,1,3,1,3,1,2,2,1,1,1,4,4,4,4,4,4,130,21,139,16,135,7,,29,87,67,10,171,64,41,917,,7/6/2020 12:43,1,0,15,15,0,0,0.87,12
1097,base,interview,7/6/2020 12:30,1,2,1,1,1,27,12,4,2,1,,1,,1,1,5,4,3,2,2,1,1,4,1,1,1,1,1,5,1,7,4,1,1,1,1,1,1,2,2,1,1,1,1,7,7,2,-1,-1,4,5,5,5,5,5,108,12,79,,48,,29,13,52,185,6,69,19,18,638,,7/6/2020 12:41,1,0,15,15,0,0,1.12,12
1098,base,interview,7/6/2020 12:31,1,2,1,1,2,26,9,5,6,1,,4,,1,5,4,3,4,3,2,2,4,4,4,3,4,2,4,2,5,2,5,1,1,1,1,4,1,3,1,1,1,3,1,6,6,4,1,-1,4,3,3,3,3,3,72,18,158,53,123,,63,13,135,49,7,151,39,46,927,,7/6/2020 12:46,1,0,15,15,0,0,0.69,1
1099,base,interview,7/6/2020 12:31,1,2,1,1,1,28,12,4,2,11,,6,Bogor,1,5,4,4,3,3,3,3,4,5,6,3,3,4,3,7,7,4,3,4,1,1,3,2,2,2,2,1,2,1,2,6,6,2,-1,-1,4,4,3,4,2,4,51,15,103,,56,,1055,37,82,88,10,122,136,63,793,,7/6/2020 13:01,1,0,15,15,0,0,0.62,0
1105,base,interview,7/6/2020 12:40,1,2,1,1,2,23,0,4,6,16,,2,,1,3,2,2,4,6,2,5,4,6,4,3,4,4,1,4,4,1,4,2,1,1,3,2,1,1,1,1,1,3,1,4,4,4,1,-1,4,3,5,5,5,5,56,14,224,31,101,,8,34,109,126,25,214,60,45,1047,,7/6/2020 12:58,1,0,15,15,0,0,0.76,11
1106,base,interview,7/6/2020 12:41,1,2,1,1,2,28,3,5,2,1,,6,Kediri,1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,7,7,2,-1,-1,4,3,3,3,3,3,84,36,1658,,13,,38,12,32,13,9,58,21,49,462,,7/6/2020 13:15,1,0,15,15,0,0,1.26,34
1115,base,interview,7/6/2020 12:42,1,2,1,1,1,19,7,2,6,1,,6,Batu,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,7,7,1,1,1,4,5,4,5,4,3,77,23,98,59,65,19,,16,80,75,9,119,49,44,733,,7/6/2020 12:55,1,0,15,15,0,0,0.75,1
1123,base,interview,7/6/2020 12:48,1,2,1,1,2,19,4,2,6,16,,6,Aceh,3,1,4,5,5,5,5,5,5,5,5,4,4,4,7,6,7,4,7,4,3,7,7,1,1,1,1,-1,1,1,1,1,2,4,1,-1,4,3,3,4,1,4,6,10,46,94,76,,84,16,120,68,8,116,30,86,760,,7/6/2020 13:00,1,0,15,15,0,0,1.01,24
1132,base,interview,7/6/2020 12:51,1,2,1,1,1,21,6,2,6,1,,3,,1,5,7,5,6,3,4,2,2,3,1,2,1,2,4,2,5,6,5,1,2,1,2,1,1,1,1,1,1,1,1,7,7,1,1,1,4,3,1,3,2,1,18,12,120,22,101,6,,14,49,56,16,98,22,28,562,,7/6/2020 13:00,1,0,15,15,0,0,1.21,19
1139,base,interview,7/6/2020 12:53,1,2,1,1,1,29,30,4,2,4,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,4,3,3,3,3,3,19,9,58,10,32,47,,32,27,15,6,39,16,52,362,,7/6/2020 12:59,1,0,15,15,0,0,1.7,41
1144,base,interview,7/6/2020 12:53,1,2,1,1,2,19,3,4,6,1,,4,,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,2,1,1,1,3,4,2,4,2,1,1,1,1,7,7,4,1,-1,4,3,3,3,3,3,26,10,47,35,52,,31,8,60,13,5,53,21,6,367,,7/6/2020 12:59,1,0,15,15,0,0,1.63,42
1153,base,interview,7/6/2020 12:55,1,2,1,1,2,22,10,3,6,8,,6,Pontianak,1,5,3,3,3,3,3,4,4,4,4,2,3,2,2,6,7,4,2,3,2,2,2,4,2,2,2,2,2,2,2,3,3,1,1,1,4,2,1,4,2,2,49,6,45,11,37,2,,6,27,35,5,48,11,15,297,,7/6/2020 13:00,1,0,15,15,0,0,2.05,84
1157,base,interview,7/6/2020 12:56,1,2,1,1,1,19,10,2,6,7,,6,tangerang selatan,1,6,1,2,1,1,1,1,1,1,2,2,2,1,1,1,7,5,5,1,1,1,1,1,1,1,1,1,1,2,1,6,6,1,1,1,4,3,3,5,3,3,11,17,77,17,66,4,,6,47,61,10,93,44,7,460,,7/6/2020 13:03,1,0,15,15,0,0,1.57,48
1158,base,interview,7/6/2020 12:56,1,2,1,1,2,18,5,2,5,2,,6,Cirebon,1,6,6,5,5,5,2,5,6,5,3,2,5,5,4,6,4,4,4,1,1,1,4,4,6,6,4,4,4,4,4,6,6,3,-1,1,4,2,4,4,3,3,12,17,115,,65,16,,8,52,35,7,66,35,22,450,,7/6/2020 13:04,1,0,15,15,0,0,1.31,18
1165,base,interview,7/6/2020 12:57,1,2,1,1,1,19,5,2,6,7,,6,Makassar,1,6,4,4,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,7,7,2,-1,-1,2,5,5,5,2,2,37,9,62,,25,,19,4,42,30,8,64,24,28,352,,7/6/2020 13:03,1,0,15,15,0,0,1.56,29
1167,base,interview,7/6/2020 12:58,1,2,1,1,1,22,6,2,6,6,,6,Padang Panjang,2,6,3,3,3,5,4,3,5,5,1,1,3,1,7,6,7,7,7,7,1,4,6,3,2,2,2,2,2,2,1,4,4,3,-1,1,4,1,3,5,3,3,45,14,91,,68,17,,11,50,21,8,69,45,27,466,,7/6/2020 13:05,1,0,15,15,0,0,1.13,10
1168,base,interview,7/6/2020 12:58,1,2,1,1,2,20,5,2,6,2,,3,,3,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,7,7,7,5,5,4,4,5,4,3,5,3,3,3,4,3,3,1,1,1,4,3,3,5,3,5,8,10,67,5,41,3,,7,39,14,5,66,5,3,273,,7/6/2020 13:02,1,0,15,15,0,0,2.2,136
